date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:41:11	14365/14365	---M--	200	added ('OK')	application/javascript	date:Wed,%2024%20Jun%202020%2009:51:06%20GMT	http://adshapedigital.com/wp-content/themes/qik/assets/js/radiantthemes-custom.js?ver=1594806155	adshapedigital.com/wp-content/themes/qik/assets/js/radiantthemes-custom7e94.js	(from http://adshapedigital.com/author/Dukafyadmin/)
13:41:11	60145/60145	---M--	200	added ('OK')	application/javascript	date:Wed,%2024%20Jun%202020%2009:51:06%20GMT	http://adshapedigital.com/wp-content/themes/qik/assets/js/fancy-box.js?ver=1594806155	adshapedigital.com/wp-content/themes/qik/assets/js/fancy-box7e94.js	(from http://adshapedigital.com/author/Dukafyadmin/)
13:41:13	48864/48864	---M--	200	added ('OK')	application/javascript	date:Wed,%2024%20Jun%202020%2009:51:06%20GMT	http://adshapedigital.com/wp-content/themes/qik/assets/js/isotope.pkgd.min.js?ver=1594806155	adshapedigital.com/wp-content/themes/qik/assets/js/isotope.pkgd.min7e94.js	(from http://adshapedigital.com/author/Dukafyadmin/)
13:41:15	85403/85403	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Jul%202020%2010:41:09%20GMT	http://adshapedigital.com/wp-content/themes/qik-child/assets/js/radiantthemes-loadmore.js?ver=1594806155	adshapedigital.com/wp-content/themes/qik-child/assets/js/radiantthemes-loadmore7e94.js	(from http://adshapedigital.com/author/Dukafyadmin/)
13:41:19	7829/7829	---M--	200	added ('OK')	application/javascript	date:Wed,%2024%20Jun%202020%2009:57:53%20GMT	http://adshapedigital.com/wp-content/plugins/radiantthemes-addons/assets/js/radiantthemes-addons-custom.js?ver=1594806155	adshapedigital.com/wp-content/plugins/radiantthemes-addons/assets/js/radiantthemes-addons-custom7e94.js	(from http://adshapedigital.com/author/Dukafyadmin/)
13:41:23	3964/3964	---M--	200	added ('OK')	application/javascript	date:Wed,%2024%20Jun%202020%2009:57:53%20GMT	http://adshapedigital.com/wp-content/plugins/radiantthemes-addons/assets/js/rt-velocity.ui.js?ver=1594806155	adshapedigital.com/wp-content/plugins/radiantthemes-addons/assets/js/rt-velocity.ui7e94.js	(from http://adshapedigital.com/author/Dukafyadmin/)
13:41:25	6497/6497	---M--	200	added ('OK')	application/javascript	date:Wed,%2024%20Jun%202020%2009:57:53%20GMT	http://adshapedigital.com/wp-content/plugins/radiantthemes-addons/assets/js/rt-vertical-menu.js?ver=1594806155	adshapedigital.com/wp-content/plugins/radiantthemes-addons/assets/js/rt-vertical-menu7e94.js	(from http://adshapedigital.com/author/Dukafyadmin/)
13:41:25	90247/90247	---M--	200	added ('OK')	application/javascript	date:Wed,%2024%20Jun%202020%2009:57:53%20GMT	http://adshapedigital.com/wp-content/plugins/radiantthemes-addons/assets/js/radiantthemes-addons-core.js?ver=1594806155	adshapedigital.com/wp-content/plugins/radiantthemes-addons/assets/js/radiantthemes-addons-core7e94.js	(from http://adshapedigital.com/author/Dukafyadmin/)
13:41:25	19010/19010	---M--	200	added ('OK')	text/css	date:Wed,%2024%20Jun%202020%2009:51:06%20GMT	http://adshapedigital.com/wp-content/themes/qik/assets/css/radiantthemes-blocks.css?ver=1594806162	adshapedigital.com/wp-content/themes/qik/assets/css/radiantthemes-blockse07e.css	(from http://adshapedigital.com/incorporating-newest-trends-in-digital-marketing-sphere/)
13:41:27	44682/44682	---M--	200	added ('OK')	application/javascript	date:Wed,%2024%20Jun%202020%2009:57:53%20GMT	http://adshapedigital.com/wp-content/plugins/radiantthemes-addons/assets/js/velocity.min.js?ver=1594806155	adshapedigital.com/wp-content/plugins/radiantthemes-addons/assets/js/velocity.min7e94.js	(from http://adshapedigital.com/author/Dukafyadmin/)
13:41:31	252236/252236	---M--	200	added ('OK')	text/css	date:Wed,%2024%20Jun%202020%2009:51:06%20GMT	http://adshapedigital.com/wp-content/themes/qik/assets/css/radiantthemes-all.min.css?ver=1594806162	adshapedigital.com/wp-content/themes/qik/assets/css/radiantthemes-all.mine07e.css	(from http://adshapedigital.com/incorporating-newest-trends-in-digital-marketing-sphere/)
